"date","open","high","low","close","volume"
"2026-06-10T18:29:00Z","729.85","729.95","729.53","729.55","31906"
"2026-06-10T18:30:00Z","729.58","729.59","729.15","729.48","43950"
"2026-06-10T18:31:00Z","729.44","729.47","728.86","728.92","50452"
"2026-06-10T18:32:00Z","728.91","729.23","728.88","729.06","66981"
"2026-06-10T18:33:00Z","729.07","729.41","728.99","729.06","55380"
"2026-06-10T18:34:00Z","729.05","729.17","728.9","729.06","41605"
"2026-06-10T18:35:00Z","729.01","729.09","728.51","728.89","96677"
"2026-06-10T18:36:00Z","728.89","729.1","728.82","728.85","58941"
"2026-06-10T18:37:00Z","728.81","728.9","728.29","728.38","76828"
"2026-06-10T18:38:00Z","728.35","728.46","728.15","728.41","80615"
"2026-06-10T18:39:00Z","728.4","728.73","728.35","728.54","54363"
"2026-06-10T18:40:00Z","728.55","728.79","728.43","728.52","76360"
"2026-06-10T18:41:00Z","728.52","728.86","728.39","728.4","84602"
"2026-06-10T18:42:00Z","728.4","728.57","728.14","728.24","74873"
"2026-06-10T18:43:00Z","728.26","728.66","728.18","728.51","70330"
"2026-06-10T18:44:00Z","728.53","728.81","728.42","728.53","76548"
"2026-06-10T18:45:00Z","728.54","728.56","728.21","728.3","50985"
"2026-06-10T18:46:00Z","728.3","728.44","728.16","728.17","62965"
